app_id,year,maker,line,set,card_id,player,team,note
1,2021,Topps,Series 1,Base,1,Fernando Tatis Jr.,San Diego Padres,
2,2021,Topps,Series 1,Base,2,Roberto Osuna,Houston Astros,
3,2021,Topps,Series 1,Base,3,Matt Chapman,Oakland Athletics,
4,2021,Topps,Series 1,Base,4,David Bote,Chicago Cubs,
5,2021,Topps,Series 1,Base,5,Julio Urias,Los Angeles Dodgers,
6,2021,Topps,Series 1,Base,6,Justus Sheffield,Seattle Mariners,
7,2021,Topps,Series 1,Base,7,Dab on 'Em,Milwaukee Brewers,#NAME?
8,2021,Topps,Series 1,Base,8,Mauricio Dubon,San Francisco Giants,
9,2021,Topps,Series 1,Base,9,Max Fried,Atlanta Braves,
10,2021,Topps,Series 1,Base,10,Daulton Varsho,Arizona Diamondbacks,RC
11,2021,Topps,Series 1,Base,11,Max Kepler,Minnesota Twins,
12,2021,Topps,Series 1,Base,12,Joey Bart,San Francisco Giants,RC
13,2021,Topps,Series 1,Base,13,Mookie Betts,Los Angeles Dodgers,
14,2021,Topps,Series 1,Base,14,Do It for the Fans!,Chicago White Sox,#NAME?
15,2021,Topps,Series 1,Base,15,Mookie Betts,Los Angeles Dodgers,#NAME?
16,2021,Topps,Series 1,Base,16,Patrick Sandoval,Los Angeles Angels,
17,2021,Topps,Series 1,Base,17,Sean Doolittle,Washington Nationals,
18,2021,Topps,Series 1,Base,18,Shun Yamaguchi,Toronto Blue Jays,
19,2021,Topps,Series 1,Base,19,Jakob Junis,Kansas City Royals,
20,2021,Topps,Series 1,Base,20,J.D. Martinez,Boston Red Sox,
21,2021,Topps,Series 1,Base,21,Eric Sogard,Milwaukee Brewers,
22,2021,Topps,Series 1,Base,22,Pedro Severino,Baltimore Orioles,
23,2021,Topps,Series 1,Base,23,Nomar Mazara,Chicago White Sox,
24,2021,Topps,Series 1,Base,24,Nolan Arenado,Colorado Rockies,
25,2021,Topps,Series 1,Base,25,Sixto Sanchez,Miami Marlins,RC
26,2021,Topps,Series 1,Base,26,Bobby Dalbec,Boston Red Sox,RC
27,2021,Topps,Series 1,Base,27,Mike Trout,Los Angeles Angels,
28,2021,Topps,Series 1,Base,28,Luke Weaver,Arizona Diamondbacks,
29,2021,Topps,Series 1,Base,29,Chris Davis,Baltimore Orioles,
30,2021,Topps,Series 1,Base,30,Miguel Andujar,New York Yankees,
31,2021,Topps,Series 1,Base,31,Brandon Kintzler,Miami Marlins,
32,2021,Topps,Series 1,Base,32,Edward Olivares,Kansas City Royals,RC
33,2021,Topps,Series 1,Base,33,Yonathan Daza,Colorado Rockies,
34,2021,Topps,Series 1,Base,34,Roberto Perez,Cleveland Indians,
35,2021,Topps,Series 1,Base,35,Danny Santana,Texas Rangers,
36,2021,Topps,Series 1,Base,36,Charlie Morton,Tampa Bay Rays,
37,2021,Topps,Series 1,Base,37,Jose Quintana,Chicago Cubs,
38,2021,Topps,Series 1,Base,38,Mitch Moreland,San Diego Padres,
39,2021,Topps,Series 1,Base,39,New York Yankees,New York Yankees,#NAME?
40,2021,Topps,Series 1,Base,40,Joc Pederson,Los Angeles Dodgers,
41,2021,Topps,Series 1,Base,41,Deivi Garcia,New York Yankees,RC
42,2021,Topps,Series 1,Base,42,Kyle Lewis,Seattle Mariners,#NAME?
43,2021,Topps,Series 1,Base,43,Jo Adell,Los Angeles Angels,RC
44,2021,Topps,Series 1,Base,44,Walker Buehler,Los Angeles Dodgers,#NAME?
45,2021,Topps,Series 1,Base,45,Wade LeBlanc,Baltimore Orioles,
46,2021,Topps,Series 1,Base,46,Jesus Luzardo,Oakland Athletics,#NAME?
47,2021,Topps,Series 1,Base,47,Ketel Marte,Arizona Diamondbacks,
48,2021,Topps,Series 1,Base,48,Maikel Franco,Kansas City Royals,
49,2021,Topps,Series 1,Base,49,Starling Marte,Miami Marlins,
50,2021,Topps,Series 1,Base,50,Cody Bellinger,Los Angeles Dodgers,
51,2021,Topps,Series 1,Base,51,Sean Manaea,Oakland Athletics,
52,2021,Topps,Series 1,Base,52,Archie Bradley,Cincinnati Reds,
53,2021,Topps,Series 1,Base,53,Andres Gimenez,New York Mets,RC
54,2021,Topps,Series 1,Base,54,Joakim Soria,Oakland Athletics,
55,2021,Topps,Series 1,Base,55,Nick Senzel,Cincinnati Reds,
56,2021,Topps,Series 1,Base,56,Steven Matz,New York Mets,
57,2021,Topps,Series 1,Base,57,Will Smith,Los Angeles Dodgers,
58,2021,Topps,Series 1,Base,58,Washington Nationals,Washington Nationals,#NAME?
59,2021,Topps,Series 1,Base,59,Milwaukee Brewers,Milwaukee Brewers,#NAME?
60,2021,Topps,Series 1,Base,60,Yu Darvish,Chicago Cubs,#NAME?
61,2021,Topps,Series 1,Base,61,A Playful Bout of Juniors,Toronto Blue Jays,#NAME?
62,2021,Topps,Series 1,Base,62,Stephen Vogt,Arizona Diamondbacks,
63,2021,Topps,Series 1,Base,63,Ronald Guzman,Texas Rangers,
64,2021,Topps,Series 1,Base,64,Chris Taylor,Los Angeles Dodgers,
65,2021,Topps,Series 1,Base,65,Isaac Paredes,Detroit Tigers,RC
66,2021,Topps,Series 1,Base,66,Ryan Brasier,Boston Red Sox,
67,2021,Topps,Series 1,Base,67,Clayton Kershaw,Los Angeles Dodgers,
68,2021,Topps,Series 1,Base,68,Charlie Blackmon,Colorado Rockies,
69,2021,Topps,Series 1,Base,69,Gio Gonzalez,Chicago White Sox,
70,2021,Topps,Series 1,Base,70,Detroit Tigers,Detroit Tigers,#NAME?
71,2021,Topps,Series 1,Base,71,Randy Dobnak,Minnesota Twins,
72,2021,Topps,Series 1,Base,72,Shane Bieber,Cleveland Indians,#NAME?
73,2021,Topps,Series 1,Base,73,Colorado Rockies,Colorado Rockies,#NAME?
74,2021,Topps,Series 1,Base,74,Byron Buxton,Minnesota Twins,
75,2021,Topps,Series 1,Base,75,Kolten Wong,St. Louis Cardinals,
76,2021,Topps,Series 1,Base,76,Jon Gray,Colorado Rockies,
77,2021,Topps,Series 1,Base,77,Jack Flaherty,St. Louis Cardinals,
78,2021,Topps,Series 1,Base,78,David Peterson,New York Mets,RC
79,2021,Topps,Series 1,Base,79,Roman Quinn,Philadelphia Phillies,
80,2021,Topps,Series 1,Base,80,Liam Hendriks,Oakland Athletics,
81,2021,Topps,Series 1,Base,81,Brett Gardner,New York Yankees,
82,2021,Topps,Series 1,Base,82,Michael Lorenzen,Cincinnati Reds,
83,2021,Topps,Series 1,Base,83,Gavin Lux,Los Angeles Dodgers,#NAME?
84,2021,Topps,Series 1,Base,84,Pete Alonso,New York Mets,
85,2021,Topps,Series 1,Base,85,Brusdar Graterol,Los Angeles Dodgers,#NAME?
86,2021,Topps,Series 1,Base,86,Austin Meadows,Tampa Bay Rays,
87,2021,Topps,Series 1,Base,87,Jorge Alfaro,Miami Marlins,
88,2021,Topps,Series 1,Base,88,Albert Abreu,New York Yankees,RC
89,2021,Topps,Series 1,Base,89,Lucas Giolito,Chicago White Sox,
90,2021,Topps,Series 1,Base,90,Shane Bieber,Cleveland Indians,#NAME?
91,2021,Topps,Series 1,Base,91,Orlando Arcia,Milwaukee Brewers,
92,2021,Topps,Series 1,Base,92,Tarik Skubal,Detroit Tigers,RC
93,2021,Topps,Series 1,Base,93,Hunter Harvey,Baltimore Orioles,
94,2021,Topps,Series 1,Base,94,Josh Donaldson,Minnesota Twins,
95,2021,Topps,Series 1,Base,95,Gerrit Cole,New York Yankees,
96,2021,Topps,Series 1,Base,96,Brian Goodwin,Cincinnati Reds,
97,2021,Topps,Series 1,Base,97,Niko Goodrum,Detroit Tigers,
98,2021,Topps,Series 1,Base,98,Lourdes Gurriel Jr.,Toronto Blue Jays,
99,2021,Topps,Series 1,Base,99,Aaron Judge,New York Yankees,
100,2021,Topps,Series 1,Base,100,Christian Yelich,Milwaukee Brewers,
101,2021,Topps,Series 1,Base,101,Travis d'Arnaud,Atlanta Braves,
102,2021,Topps,Series 1,Base,102,Paul DeJong,St. Louis Cardinals,
103,2021,Topps,Series 1,Base,103,Daniel Johnson,Cleveland Indians,RC
104,2021,Topps,Series 1,Base,104,Kenta Maeda,Minnesota Twins,
105,2021,Topps,Series 1,Base,105,Shane Bieber,Cleveland Indians,#NAME?
106,2021,Topps,Series 1,Base,106,Brandon Nimmo,New York Mets,
107,2021,Topps,Series 1,Base,107,David Dahl,Colorado Rockies,
108,2021,Topps,Series 1,Base,108,DJ LeMahieu,New York Yankees,#NAME?
109,2021,Topps,Series 1,Base,109,Jean Segura,Philadelphia Phillies,
110,2021,Topps,Series 1,Base,110,Ian Happ,Chicago Cubs,
111,2021,Topps,Series 1,Base,111,Austin Riley,Atlanta Braves,
112,2021,Topps,Series 1,Base,112,Justin Verlander,Houston Astros,
113,2021,Topps,Series 1,Base,113,Nate Pearson,Toronto Blue Jays,RC
114,2021,Topps,Series 1,Base,114,Colin Moran,Pittsburgh Pirates,
115,2021,Topps,Series 1,Base,115,Willie Calhoun,Texas Rangers,
116,2021,Topps,Series 1,Base,116,Nico Hoerner,Chicago Cubs,#NAME?
117,2021,Topps,Series 1,Base,117,Gio Urshela,New York Yankees,
118,2021,Topps,Series 1,Base,118,Carter Kieboom,Washington Nationals,
119,2021,Topps,Series 1,Base,119,Dee Strange-Gordon,Seattle Mariners,
120,2021,Topps,Series 1,Base,120,Freddie Freeman,Atlanta Braves,
121,2021,Topps,Series 1,Base,121,Matthew Boyd,Detroit Tigers,
122,2021,Topps,Series 1,Base,122,Nick Heath,Kansas City Royals,RC
123,2021,Topps,Series 1,Base,123,Beau Burrows,Detroit Tigers,RC
124,2021,Topps,Series 1,Base,124,Amir Garrett,Cincinnati Reds,
125,2021,Topps,Series 1,Base,125,Adalberto Mondesi,Kansas City Royals,
126,2021,Topps,Series 1,Base,126,Monte Harrison,Miami Marlins,RC
127,2021,Topps,Series 1,Base,127,Wilson Ramos,New York Mets,
128,2021,Topps,Series 1,Base,128,Dylan Bundy,Los Angeles Angels,
129,2021,Topps,Series 1,Base,129,Daniel Murphy,Colorado Rockies,
130,2021,Topps,Series 1,Base,130,Josh Bell,Pittsburgh Pirates,
131,2021,Topps,Series 1,Base,131,Joey Gallo,Texas Rangers,
132,2021,Topps,Series 1,Base,132,Marwin Gonzalez,Minnesota Twins,
133,2021,Topps,Series 1,Base,133,Mitch Keller,Pittsburgh Pirates,
134,2021,Topps,Series 1,Base,134,Jose Urena,Miami Marlins,
135,2021,Topps,Series 1,Base,135,Brandon Woodruff,Milwaukee Brewers,
136,2021,Topps,Series 1,Base,136,Marco Gonzales,Seattle Mariners,
137,2021,Topps,Series 1,Base,137,Trevor Bauer,Cincinnati Reds,#NAME?
138,2021,Topps,Series 1,Base,138,Tim Anderson,Chicago White Sox,
139,2021,Topps,Series 1,Base,139,Humberto Mejia,Arizona Diamondbacks,RC
140,2021,Topps,Series 1,Base,140,Garrett Richards,San Diego Padres,
141,2021,Topps,Series 1,Base,141,Caleb Smith,Arizona Diamondbacks,
142,2021,Topps,Series 1,Base,142,Jake Odorizzi,Minnesota Twins,
143,2021,Topps,Series 1,Base,143,Ryan Mountcastle,Baltimore Orioles,RC
144,2021,Topps,Series 1,Base,144,Anderson Tejeda,Texas Rangers,RC
145,2021,Topps,Series 1,Base,145,Kodi Whitley,St. Louis Cardinals,RC
146,2021,Topps,Series 1,Base,146,Patrick Corbin,Washington Nationals,
147,2021,Topps,Series 1,Base,147,Yuli Gurriel,Houston Astros,
148,2021,Topps,Series 1,Base,148,Chris Archer,Pittsburgh Pirates,
149,2021,Topps,Series 1,Base,149,Mitch Haniger,Seattle Mariners,
150,2021,Topps,Series 1,Base,150,Shohei Ohtani,Los Angeles Angels,
151,2021,Topps,Series 1,Base,151,Evan White,Seattle Mariners,RC
152,2021,Topps,Series 1,Base,152,Motor City Mashers,Detroit Tigers,#NAME?
153,2021,Topps,Series 1,Base,153,Tyler Stephenson,Cincinnati Reds,RC
154,2021,Topps,Series 1,Base,154,Andrew Benintendi,Boston Red Sox,
155,2021,Topps,Series 1,Base,155,Seth Lugo,New York Mets,
156,2021,Topps,Series 1,Base,156,Minnesota Twins,Minnesota Twins,#NAME?
157,2021,Topps,Series 1,Base,157,Aroldis Chapman,New York Yankees,
158,2021,Topps,Series 1,Base,158,Buck Farmer,Detroit Tigers,
159,2021,Topps,Series 1,Base,159,Postgame Hand Wash,Toronto Blue Jays,#NAME?
160,2021,Topps,Series 1,Base,160,Brandon Workman,Philadelphia Phillies,
161,2021,Topps,Series 1,Base,161,Lewis Brinson,Miami Marlins,
162,2021,Topps,Series 1,Base,162,Rhys Hoskins,Philadelphia Phillies,
163,2021,Topps,Series 1,Base,163,J.D. Davis,New York Mets,
164,2021,Topps,Series 1,Base,164,Jesus Aguilar,Miami Marlins,
165,2021,Topps,Series 1,Base,165,Willson Contreras,Chicago Cubs,
166,2021,Topps,Series 1,Base,166,Elbows Only,Los Angeles Angels,#NAME?
167,2021,Topps,Series 1,Base,167,James Kaprielian,Oakland Athletics,RC
168,2021,Topps,Series 1,Base,168,Max Stassi,Los Angeles Angels,
169,2021,Topps,Series 1,Base,169,Brady Singer,Kansas City Royals,RC
170,2021,Topps,Series 1,Base,170,Jacob deGrom,New York Mets,#NAME?
171,2021,Topps,Series 1,Base,171,Hector Neris,Philadelphia Phillies,
172,2021,Topps,Series 1,Base,172,Miami Marlins,Miami Marlins,#NAME?
173,2021,Topps,Series 1,Base,173,Evan Longoria,San Francisco Giants,
174,2021,Topps,Series 1,Base,174,Raisel Iglesias,Cincinnati Reds,
175,2021,Topps,Series 1,Base,175,Brad Hand,Cleveland Indians,
176,2021,Topps,Series 1,Base,176,Jake Bauers,Cleveland Indians,
177,2021,Topps,Series 1,Base,177,Ryan Castellani,Colorado Rockies,RC
178,2021,Topps,Series 1,Base,178,Albert Pujols,Los Angeles Angels,
179,2021,Topps,Series 1,Base,179,Clayton Kershaw,Los Angeles Dodgers,#NAME?
180,2021,Topps,Series 1,Base,180,Jose Abreu,Chicago White Sox,#NAME?
181,2021,Topps,Series 1,Base,181,Miles Mikolas,St. Louis Cardinals,
182,2021,Topps,Series 1,Base,182,Eduardo Rodriguez,Boston Red Sox,
183,2021,Topps,Series 1,Base,183,Cristian Javier,Houston Astros,RC
184,2021,Topps,Series 1,Base,184,Tyler Chatwood,Chicago Cubs,
185,2021,Topps,Series 1,Base,185,Amed Rosario,New York Mets,
186,2021,Topps,Series 1,Base,186,Luke Voit,New York Yankees,
187,2021,Topps,Series 1,Base,187,Cristian Pache,Atlanta Braves,RC
188,2021,Topps,Series 1,Base,188,Brandon Drury,Toronto Blue Jays,
189,2021,Topps,Series 1,Base,189,Adam Plutko,Cleveland Indians,
190,2021,Topps,Series 1,Base,190,Sonny Gray,Cincinnati Reds,
191,2021,Topps,Series 1,Base,191,Wilmer Flores,San Francisco Giants,
192,2021,Topps,Series 1,Base,192,Manny Machado,San Diego Padres,
193,2021,Topps,Series 1,Base,193,Brandon Bielak,Houston Astros,RC
194,2021,Topps,Series 1,Base,194,Atlanta Braves,Atlanta Braves,#NAME?
195,2021,Topps,Series 1,Base,195,Baltimore Orioles,Baltimore Orioles,#NAME?
196,2021,Topps,Series 1,Base,196,Ryan Yarbrough,Tampa Bay Rays,
197,2021,Topps,Series 1,Base,197,Nick Madrigal,Chicago White Sox,RC
198,2021,Topps,Series 1,Base,198,Corey Seager,Los Angeles Dodgers,#NAME?
199,2021,Topps,Series 1,Base,199,Trevor Williams,Pittsburgh Pirates,
200,2021,Topps,Series 1,Base,200,Jacob deGrom,New York Mets,
201,2021,Topps,Series 1,Base,201,Los Angeles Dodgers,Los Angeles Dodgers,#NAME?
202,2021,Topps,Series 1,Base,202,Howie Kendrick,Washington Nationals,
203,2021,Topps,Series 1,Base,203,Trea Turner,Washington Nationals,
204,2021,Topps,Series 1,Base,204,Kyle Seager,Seattle Mariners,
205,2021,Topps,Series 1,Base,205,Luis Patiño,San Diego Padres,RC
206,2021,Topps,Series 1,Base,206,Wade Davis,Colorado Rockies,
207,2021,Topps,Series 1,Base,207,Yadier Molina,St. Louis Cardinals,
208,2021,Topps,Series 1,Base,208,Griffin Canning,Los Angeles Angels,
209,2021,Topps,Series 1,Base,209,Mike Foltynewicz,Atlanta Braves,
210,2021,Topps,Series 1,Base,210,Get Up!,New York Mets,#NAME?
211,2021,Topps,Series 1,Base,211,Salvador Perez,Kansas City Royals,
212,2021,Topps,Series 1,Base,212,Robbie Ray,Toronto Blue Jays,
213,2021,Topps,Series 1,Base,213,JaCoby Jones,Detroit Tigers,
214,2021,Topps,Series 1,Base,214,Alex Verdugo,Boston Red Sox,
215,2021,Topps,Series 1,Base,215,Justin Dunn,Seattle Mariners,#NAME?
216,2021,Topps,Series 1,Base,216,Adam Frazier,Pittsburgh Pirates,
217,2021,Topps,Series 1,Base,217,Jeimer Candelario,Detroit Tigers,
218,2021,Topps,Series 1,Base,218,Matt Olson,Oakland Athletics,
219,2021,Topps,Series 1,Base,219,Nelson Cruz,Minnesota Twins,
220,2021,Topps,Series 1,Base,220,Marcell Ozuna,Atlanta Braves,#NAME?
221,2021,Topps,Series 1,Base,221,Chadwick Tromp,San Francisco Giants,RC
222,2021,Topps,Series 1,Base,222,Tampa Bay Rays,Tampa Bay Rays,#NAME?
223,2021,Topps,Series 1,Base,223,Luis Robert,Chicago White Sox,#NAME?
224,2021,Topps,Series 1,Base,224,Vladimir Guerrero Jr.,Toronto Blue Jays,
225,2021,Topps,Series 1,Base,225,Juan Soto,Washington Nationals,#NAME?
226,2021,Topps,Series 1,Base,226,Rafael Devers,Boston Red Sox,
227,2021,Topps,Series 1,Base,227,Mike Yastrzemski,San Francisco Giants,
228,2021,Topps,Series 1,Base,228,Blake Taylor,Houston Astros,RC
229,2021,Topps,Series 1,Base,229,Paul Goldschmidt,St. Louis Cardinals,
230,2021,Topps,Series 1,Base,230,Tony Gonsolin,Los Angeles Dodgers,#NAME?
231,2021,Topps,Series 1,Base,231,Dane Dunning,Chicago White Sox,RC
232,2021,Topps,Series 1,Base,232,Albert Almora Jr.,Chicago Cubs,
233,2021,Topps,Series 1,Base,233,Dansby Swanson,Atlanta Braves,
234,2021,Topps,Series 1,Base,234,Lorenzo Cain,Milwaukee Brewers,
235,2021,Topps,Series 1,Base,235,A.J. Pollock,Los Angeles Dodgers,
236,2021,Topps,Series 1,Base,236,Ian Kennedy,Kansas City Royals,
237,2021,Topps,Series 1,Base,237,Willy Adames,Tampa Bay Rays,
238,2021,Topps,Series 1,Base,238,Kris Bubic,Kansas City Royals,RC
239,2021,Topps,Series 1,Base,239,Ian Anderson,Atlanta Braves,RC
240,2021,Topps,Series 1,Base,240,Jose Urquidy,Houston Astros,#NAME?
241,2021,Topps,Series 1,Base,241,Anthony Rizzo,Chicago Cubs,
242,2021,Topps,Series 1,Base,242,Gleyber Torres,New York Yankees,
243,2021,Topps,Series 1,Base,243,Santiago Espinal,Toronto Blue Jays,RC
244,2021,Topps,Series 1,Base,244,Spencer Howard,Philadelphia Phillies,RC
245,2021,Topps,Series 1,Base,245,Aristides Aquino,Cincinnati Reds,#NAME?
246,2021,Topps,Series 1,Base,246,Cavan Biggio,Toronto Blue Jays,
247,2021,Topps,Series 1,Base,247,Mallex Smith,Seattle Mariners,
248,2021,Topps,Series 1,Base,248,Francisco Mejia,San Diego Padres,
249,2021,Topps,Series 1,Base,249,Trent Grisham,San Diego Padres,#NAME?
250,2021,Topps,Series 1,Base,250,Bryce Harper,Philadelphia Phillies,
251,2021,Topps,Series 1,Base,251,Pittsburgh Pirates,Pittsburgh Pirates,#NAME?
252,2021,Topps,Series 1,Base,252,Luke Voit,New York Yankees,#NAME?
253,2021,Topps,Series 1,Base,253,Carlos Correa,Houston Astros,
254,2021,Topps,Series 1,Base,254,Zack Britton,New York Yankees,
255,2021,Topps,Series 1,Base,255,Austin Hays,Baltimore Orioles,
256,2021,Topps,Series 1,Base,256,Keibert Ruiz,Los Angeles Dodgers,RC
257,2021,Topps,Series 1,Base,257,Brendan McKay,Tampa Bay Rays,#NAME?
258,2021,Topps,Series 1,Base,258,Walk-Off Apart,San Francisco Giants,#NAME?
259,2021,Topps,Series 1,Base,259,Chris Paddack,San Diego Padres,
260,2021,Topps,Series 1,Base,260,Eduardo Escobar,Arizona Diamondbacks,
261,2021,Topps,Series 1,Base,261,Blake Snell,Tampa Bay Rays,
262,2021,Topps,Series 1,Base,262,Mark Canha,Oakland Athletics,
263,2021,Topps,Series 1,Base,263,Ronald Acuña Jr.,Atlanta Braves,
264,2021,Topps,Series 1,Base,264,Leody Taveras,Texas Rangers,RC
265,2021,Topps,Series 1,Base,265,Mike Clevinger,San Diego Padres,
266,2021,Topps,Series 1,Base,266,Jurickson Profar,San Diego Padres,
267,2021,Topps,Series 1,Base,267,Kirby Yates,San Diego Padres,
268,2021,Topps,Series 1,Base,268,Johnny Cueto,San Francisco Giants,
269,2021,Topps,Series 1,Base,269,Jesus Sanchez,Miami Marlins,RC
270,2021,Topps,Series 1,Base,270,Mitch White,Los Angeles Dodgers,RC
271,2021,Topps,Series 1,Base,271,Luis Castillo,Cincinnati Reds,
272,2021,Topps,Series 1,Base,272,John Means,Baltimore Orioles,
273,2021,Topps,Series 1,Base,273,Oliver Perez,Cleveland Indians,
274,2021,Topps,Series 1,Base,274,Freddy Galvis,Cincinnati Reds,
275,2021,Topps,Series 1,Base,275,Joey Votto,Cincinnati Reds,
276,2021,Topps,Series 1,Base,276,Marcus Semien,Oakland Athletics,
277,2021,Topps,Series 1,Base,277,Alec Bohm,Philadelphia Phillies,RC
278,2021,Topps,Series 1,Base,278,Jon Lester,Chicago Cubs,
279,2021,Topps,Series 1,Base,279,Danny Mendick,Chicago White Sox,
280,2021,Topps,Series 1,Base,280,Kevin Kiermaier,Tampa Bay Rays,
281,2021,Topps,Series 1,Base,281,Jesse Winker,Cincinnati Reds,
282,2021,Topps,Series 1,Base,282,Omar Narvaez,Milwaukee Brewers,
283,2021,Topps,Series 1,Base,283,Texas Rangers,Texas Rangers,#NAME?
284,2021,Topps,Series 1,Base,284,Eloy Jimenez,Chicago White Sox,
285,2021,Topps,Series 1,Base,285,Dylan Carlson,St. Louis Cardinals,RC
286,2021,Topps,Series 1,Base,286,Harrison Bader,St. Louis Cardinals,
287,2021,Topps,Series 1,Base,287,Arizona Diamondbacks,Arizona Diamondbacks,#NAME?
288,2021,Topps,Series 1,Base,288,Miguel Rojas,Miami Marlins,
289,2021,Topps,Series 1,Base,289,Josh Reddick,Houston Astros,
290,2021,Topps,Series 1,Base,290,Josh Harrison,Washington Nationals,
291,2021,Topps,Series 1,Base,291,Miguel Cabrera,Detroit Tigers,
292,2021,Topps,Series 1,Base,292,Oscar Mercado,Cleveland Indians,
293,2021,Topps,Series 1,Base,293,Rougned Odor,Texas Rangers,
294,2021,Topps,Series 1,Base,294,Leury Garcia,Chicago White Sox,
295,2021,Topps,Series 1,Base,295,Hunter Renfroe,Tampa Bay Rays,
296,2021,Topps,Series 1,Base,296,Joey Wendle,Tampa Bay Rays,
297,2021,Topps,Series 1,Base,297,Alex Bregman,Houston Astros,
298,2021,Topps,Series 1,Base,298,Luis Garcia,Washington Nationals,RC
299,2021,Topps,Series 1,Base,299,Teoscar Hernandez,Toronto Blue Jays,
300,2021,Topps,Series 1,Base,300,Yordan Alvarez,Houston Astros,
301,2021,Topps,Series 1,Base,301,Buster Posey,San Francisco Giants,
302,2021,Topps,Series 1,Base,302,Max Muncy,Los Angeles Dodgers,
303,2021,Topps,Series 1,Base,303,Hands Up! Masks Up!,Los Angeles Dodgers,#NAME?
304,2021,Topps,Series 1,Base,304,Danny Duffy,Kansas City Royals,
305,2021,Topps,Series 1,Base,305,Tony Kemp,Oakland Athletics,
306,2021,Topps,Series 1,Base,306,Michael Taylor,Washington Nationals,
307,2021,Topps,Series 1,Base,307,Avisail Garcia,Milwaukee Brewers,
308,2021,Topps,Series 1,Base,308,Jay Bruce,Philadelphia Phillies,
309,2021,Topps,Series 1,Base,309,Francisco Lindor,Cleveland Indians,
310,2021,Topps,Series 1,Base,310,Bo Bichette,Toronto Blue Jays,#NAME?
311,2021,Topps,Series 1,Base,311,Codi Heuer,Chicago White Sox,RC
312,2021,Topps,Series 1,Base,312,Marcell Ozuna,Atlanta Braves,#NAME?
313,2021,Topps,Series 1,Base,313,Matt Shoemaker,Toronto Blue Jays,
314,2021,Topps,Series 1,Base,314,Tommy Edman,St. Louis Cardinals,
315,2021,Topps,Series 1,Base,315,Brandon Crawford,San Francisco Giants,
316,2021,Topps,Series 1,Base,316,Alex Gordon,Kansas City Royals,
317,2021,Topps,Series 1,Base,317,Jake Arrieta,Philadelphia Phillies,
318,2021,Topps,Series 1,Base,318,Chicago White Sox,Chicago White Sox,#NAME?
319,2021,Topps,Series 1,Base,319,Triston McKenzie,Cleveland Indians,RC
320,2021,Topps,Series 1,Base,320,Anthony Santander,Baltimore Orioles,
321,2021,Topps,Series 1,Base,321,Casey Mize,Detroit Tigers,RC
322,2021,Topps,Series 1,Base,322,Javier Baez,Chicago Cubs,
323,2021,Topps,Series 1,Base,323,Slam Diego!,San Diego Padres,#NAME?
324,2021,Topps,Series 1,Base,324,Nick Neidert,Miami Marlins,RC
325,2021,Topps,Series 1,Base,325,Max Scherzer,Washington Nationals,
326,2021,Topps,Series 1,Base,326,Eddy Alvarez,Miami Marlins,RC
327,2021,Topps,Series 1,Base,327,Whit Merrifield,Kansas City Royals,
328,2021,Topps,Series 1,Base,328,Kevin Gausman,San Francisco Giants,
329,2021,Topps,Series 1,Base,329,Mike Minor,Oakland Athletics,
330,2021,Topps,Series 1,Base,330,Juan Soto,Washington Nationals,
331,2021,Topps,Series 1,Clear,1,Fernando Tatis Jr.,San Diego Padres,/10
332,2021,Topps,Series 1,Clear,3,Matt Chapman,Oakland Athletics,/10
333,2021,Topps,Series 1,Clear,10,Daulton Varsho,Arizona Diamondbacks,/10
334,2021,Topps,Series 1,Clear,12,Joey Bart,San Francisco Giants,/10
335,2021,Topps,Series 1,Clear,20,J.D. Martinez,Boston Red Sox,/10
336,2021,Topps,Series 1,Clear,24,Nolan Arenado,Colorado Rockies,/10
337,2021,Topps,Series 1,Clear,25,Sixto Sanchez,Miami Marlins,/10
338,2021,Topps,Series 1,Clear,26,Bobby Dalbec,Boston Red Sox,/10
339,2021,Topps,Series 1,Clear,27,Mike Trout,Los Angeles Angels,/10
340,2021,Topps,Series 1,Clear,32,Edward Olivares,Kansas City Royals,/10
341,2021,Topps,Series 1,Clear,41,Deivi Garcia,New York Yankees,/10
342,2021,Topps,Series 1,Clear,43,Jo Adell,Los Angeles Angels,/10
343,2021,Topps,Series 1,Clear,46,Jesus Luzardo,Oakland Athletics,/10
344,2021,Topps,Series 1,Clear,50,Cody Bellinger,Los Angeles Dodgers,/10
345,2021,Topps,Series 1,Clear,53,Andres Gimenez,New York Mets,/10
346,2021,Topps,Series 1,Clear,65,Isaac Paredes,Detroit Tigers,/10
347,2021,Topps,Series 1,Clear,67,Clayton Kershaw,Los Angeles Dodgers,/10
348,2021,Topps,Series 1,Clear,77,Jack Flaherty,St. Louis Cardinals,/10
349,2021,Topps,Series 1,Clear,78,David Peterson,New York Mets,/10
350,2021,Topps,Series 1,Clear,83,Gavin Lux,Los Angeles Dodgers,/10
351,2021,Topps,Series 1,Clear,84,Pete Alonso,New York Mets,/10
352,2021,Topps,Series 1,Clear,85,Brusdar Graterol,Los Angeles Dodgers,/10
353,2021,Topps,Series 1,Clear,88,Albert Abreu,New York Yankees,/10
354,2021,Topps,Series 1,Clear,92,Tarik Skubal,Detroit Tigers,/10
355,2021,Topps,Series 1,Clear,94,Josh Donaldson,Minnesota Twins,/10
356,2021,Topps,Series 1,Clear,95,Gerrit Cole,New York Yankees,/10
